AnalysisMethodID,Name_NO,Description_NO,Name_EN,Description_EN,Withdrawn,Protocol_Name,Comments
NS-EN ISO 17943:2016,Gasskromatografi (ISO 17943),Bestemmelse av flyktige organiske forbindelser i vann - Metode ved bruk av fastfase-mikroekstraksjon fulgt av gasskromatografi-massespektrometri (GC-MS),Gas chromatography,Determination of flyktige organiske forbindelser in water - method ved bruk of fastfase-mikroekstraksjon fulgt of gasskromatografi-massespektrometri (GC-MS),FALSE,GC-MS,
NS-EN ISO 16017-1:2000,Gasskromatografi (ISO 16017-1),"Prøvetaking og analyse av flyktige organiske forbindelser basert på adsorpsjon, termisk desorpsjon og kapillar gasskromatografi - Del 1: Aktiv prøvetaking",Gas chromatography,"sampling and analysis of flyktige organiske forbindelser basert on adsorpsjon, termisk desorpsjon and kapillar gasskromatografi - Part 1: Aktiv sampling",FALSE,Other,Could not determine specific analytical technique
NS-EN ISO 16017-2:2003,Gasskromatografi (ISO 16017-2),"Prøvetaking og analyse av flyktige organiske forbindelser basert på adsorpsjon, termisk desorpsjon og kapillar gasskromatografi - Del 2: Diffusjonsprøvetaking",Gas chromatography,"sampling and analysis of flyktige organiske forbindelser basert on adsorpsjon, termisk desorpsjon and kapillar gasskromatografi - Part 2: Diffusjonsprøvetaking",FALSE,Other,Could not determine specific analytical technique
NS-EN 16859:2017,Overvåking av elvemuslingpopulasjoner (NS-EN 16859:2017),Veiledning for overvåking av  elvemuslingpopulasjoner (Margaritifera  margaritifera) og deres livsmiljø,Overvåking av elvemuslingpopulasjoner,Veiledning for overvåking of elvemuslingpopulasjoner (Margaritifera margaritifera) and deres livsmiljø,FALSE,Other,Could not determine specific analytical technique
KIRK_2011,Kirk (2021),"Kirk, J.T.O. 2011. Light and Photosynthesis in Aquatic Ecosystems. 3rd Edition, Cambridge University Press, Cambridge, England.",Kirk,"Kirk, J.T.O. 2011. Light and Photosynthesis in Aquatic Ecosystems. 3rd Edition, Cambridge University Press, Cambridge, England.",FALSE,Other,Could not determine specific analytical technique
FT-IR_MT250,Mikroplast: FTIR (>250 µm),Mikroplast: Filtrering og infrarød (IR) bildebehandling av partikler >250 µm.,Mikroplast: FTIR (>250 µm),Mikroplast: Filtrering and infrarød (IR) bildebehandling of partikler >250 µm.,FALSE,Other,Could not determine specific analytical technique
FT-IR_LT250,Mikroplast: FTIR (<250 µm),Mikroplast: Filtrering og infrarød (IR) bildebehandling av partikler <250 µm.,Mikroplast: FTIR (<250 µm),Mikroplast: Filtrering and infrarød (IR) bildebehandling of partikler <250 µm.,FALSE,Other,Could not determine specific analytical technique
PY-GC-MS_LT250,Mikroplast: Pyrolyse og GC-MS (< 250 µm),Mikroplast: Pyrolyse og gasskromatografi massespektrometri (py-GC-MS) av partikler < 250 µm.,Mikroplast: Pyrolyse og GC-MS (< 250 µm),Mikroplast: Pyrolyse and gasskromatografi massespektrometri (py-GC-MS) of partikler < 250 µm.,FALSE,GC-MS,
NS-EN 12916:2022,Væskekromatografi (EN 12916:2019+A1:2022; Tilbaketrukket),Bestemmelse av aromatiske hydrokarbontyper i mellomdestillater — Væskekromatografi med deteksjon av brytningsindeks. Tilbaketrukket. Erstattet av EN 12916:2024),Liquid chromatography,Determination of aromatiske hydrokarbontyper in mellomdestillater — liquid chromatography with deteksjon of brytningsindeks. Withdrawn. Erstattet of EN 12916:2024),TRUE,LC-MS,Generic liquid chromatography; inferred LC-MS from context
NS-EN ISO 15682:2001,Spektrofotometri (ISO 15682:2000),Bestemmelse av klorid ved automatisert analyse (CFA og FIA) og fotometrisk eller potensiometrisk deteksjon (ISO 15682:2000),Spectrophotometry,Determination of chloride ved automatisert analysis (CFA and FIA) and fotometrisk or potensiometrisk deteksjon,FALSE,Spectrophotometry,
NS-EN ISO 17380:2013,Spektrofotometri (ISO 17380:2013),Bestemmelse av totalt cyanid og lett frigjort cyanid — Kontinuerlig gjennomstrømningsmetode (ISO 17380:2013),Spectrophotometry,Determination of total cyanid and lett frigjort cyanid — Kontinuerlig gjennomstrømningsmetode,FALSE,Spectrophotometry,
NS-EN ISO 10519:2015 ,Spektrofotometri (ISO 10519:2015),Bestemmelse av klorofyllinnhold — Spektrometrisk metode (ISO 10519:2015),Spectrophotometry,Determination of klorofyllinnhold — Spektrometrisk method,FALSE,Spectrophotometry,
NS-EN 15910:2014,Fiskeforekomst: Hydroakustisk metode,Veiledning i beregning av fiskeforekomst med mobil hydroakustisk metode (EN 15910),Fiskeforekomst: Hydroakustisk metode,Veiledning in beregning of fiskeforekomst with mobil hydroakustisk method,FALSE,Other,Could not determine specific analytical technique
ISO 29441,Spektrofotometri CFA og FIA (ISO 29441:2010),Determination of total nitrogen after UV digestion — Method using flow analysis (CFA and FIA) and spectrometric detection. (ISO 29441:2010),Spectrophotometry CFA og FIA,Determination of total nitrogen after UV digestion — Method using flow analysis (CFA and FIA) and spectrometric detection.,FALSE,Spectrophotometry,
ISO 15553:2006,Membranfiltermetode (ISO 15553:2006),Isolation and identification of Cryptosporidium oocysts and Giardia cysts from water,Membranfiltermetode,Isolation and identification of Cryptosporidium oocysts and Giardia cysts from water,FALSE,Other,Could not determine specific analytical technique
ISO 11465:1993,Gravimetrisk metode (ISO 11465),Bestemmelse av tørrstoff og vanninnhold på vektbasis. Grvimetrisk metode.,Gravimetrisk metode,Determination of tørrstoff and vanninnhold on vektbasis. Grvimetrisk method.,FALSE,Other,Classical/non-instrumental analytical method
NS-EN 71-3:2019,Sikkerhet for leketøy (EN 71-3),Sikkerhet for leketøy. Del 3: Migrasjon av visse grunnstoffer,Sikkerhet for leketøy,Sikkerhet for leketøy. Part 3: Migrasjon of visse grunnstoffer,FALSE,Other,Could not determine specific analytical technique
NS 4796:1987-1,Spektrofotometri (ISO 6703-1:1984; Tilbaketrukket),Bestemmelse av lett tilgjengelig cyanid - Fotometrisk sluttbestemmelse (ISO 6703-1:1984). Tilbaketrukket. Erstattet av NS-EN ISO 17380:2013,Spectrophotometry,Determination of lett tilgjengelig cyanid - Fotometrisk sluttbestemmelse. Withdrawn. Erstattet of NS-EN ISO 17380:2013,TRUE,Spectrophotometry,
NS 4796:1987-2,Titrimetrisk metode (ISO 6703-1:1984; Tilbaketrukket),Bestemmelse av lett tilgjengelig cyanid - Titrimetrisk sluttbestemmelse (ISO 6703-1:1984).  Tilbaketrukket. Erstattet av NS-EN ISO 17380:2013,Titrimetric method,Determination of lett tilgjengelig cyanid - Titrimetrisk sluttbestemmelse. Withdrawn. Erstattet of NS-EN ISO 17380:2013,TRUE,Other,Classical/non-instrumental analytical method
CLAESSENS_2013,Claessens et al. (2013),"Claessens et al., 2013. New techniques for the detection of microplastics in sediments and field collected organisms. Marine Pollution Bulletin, vol. 70, pp. 227-233.",Claessens et al.,"Claessens et al., 2013. New techniques for the detection of microplastics in sediments and field collected organisms. Marine Pollution Bulletin, vol. 70, pp. 227-233.",FALSE,Other,Could not determine specific analytical technique
ISO 6332:1988,Spektrofotometri (ISO 6332),"Determination of iron — Spectrometric method using 1,10-phenanthroline",Spectrophotometry,"Determination of iron — Spectrometric method using 1,10-phenanthroline",FALSE,Spectrophotometry,
FT-IR,Mikroplast: FTIR,Mikroplast: Filtrering og infrarød (IR) bildebehandling av partikler (størrelsesuavhengig),Mikroplast: FTIR,Mikroplast: Filtrering and infrarød (IR) bildebehandling of partikler (størrelsesuavhengig),FALSE,Other,Could not determine specific analytical technique
NS-EN 12916:2024,Væskekromatografi (EN 12916:2024),Bestemmelse av aromatiske hydrokarbontyper i mellomdestillater - Væskekromatografi med deteksjon av brytningsindeks.,Liquid chromatography,Determination of aromatiske hydrokarbontyper in mellomdestillater - liquid chromatography with deteksjon of brytningsindeks.,FALSE,LC-MS,Generic liquid chromatography; inferred LC-MS from context
OLENINA_2006,Olenina et. al. (2006),"Olenina et. al., 2006. Biovolumes and Size-Classes of Phytoplankton in the Baltic Sea. Baltic Sea Environment Proceedings No.106",Olenina et. al.,"Olenina et. al., 2006. Biovolumes and Size-Classes of Phytoplankton in the Baltic Sea. Baltic Sea Environment Proceedings No.106",FALSE,Other,Could not determine specific analytical technique
CCARB_CALC,Metoder for beregning av cellekarbon,"NS-EN 15204; NS-EN 15972:2011; Olenina et al. 2006. «Biovolumes and Size-Classes of Phytoplankton in the Baltic Sea.» Baltic Sea Environment Proceedings No.106; Putt & Stoecker 1989. «An experimentally determined carbon: volume ratio for marine “oligotrichous” ciliates from estuarine and coastal waters.» Limnol. Oceanogr. 34(6), pp. 1097-1103; Menden-Deuer & Lessard 2000. «Carbon to volume relationships for dinoflagellates, diatoms, and other protist plankton.» Limnol. Oceanogr. 45(3), pp. 569-579.",Metoder for beregning av cellekarbon,"NS-EN 15204; NS-EN 15972:2011; Olenina et al. 2006. «Biovolumes and Size-Classes of Phytoplankton in the Baltic Sea.» Baltic Sea Environment Proceedings No.106; Putt & Stoecker 1989. «An experimentally determined carbon: volume ratio for marine “oligotrichous” ciliates from estuarine and coastal waters.» Limnol. Oceanogr. 34, pp. 1097-1103; Menden-Deuer & Lessard 2000. «Carbon to volume relationships for dinoflagellates, diatoms, and other protist plankton.» Limnol. Oceanogr. 45, pp. 569-579.",FALSE,Other,Could not determine specific analytical technique
HASSEL_2013,Hassel et al. (2013),"Arne Hassel, Berit Endresen, Monica Martinussen, Tor Knutsen og Magnus E. Johannessen 2013. Håndbok for prøvetaking og pre-analyse av plankton. Prosedyrer for prøvetaking og pre-analyse av dyre- og planteplankton på forskningsfartøy og i laboratorium på land.",Hassel et al.,"Arne Hassel, Berit Endresen, Monica Martinussen, Tor Knutsen and Magnus E. Johannessen 2013. Håndbok for sampling and pre-analysis of plankton. Prosedyrer for sampling and pre-analysis of dyre- and planteplankton on forskningsfartøy and in laboratorium on land.",FALSE,Other,Could not determine specific analytical technique
NS-EN ISO 10253:2024,Økotoksisitet: Skeletonema sp. og Phaeodactylum tricornutum (ISO 10253:2024),Prøving av veksthemming av marine alger med Skeletonema sp. og Phaeodactylum tricornutum (ISO 10253:2024).,Økotoksisitet: Skeletonema sp. og Phaeodactylum tricornutum,Prøving of veksthemming of marine alger with Skeletonema sp. and Phaeodactylum tricornutum.,FALSE,Other,Could not determine specific analytical technique
BAUER_1995,Bauer et al. (1995),"Bauer, B., P. Fiorini, I. Ide, S. Liebe, J Oehlmann, E. Stroben & B. Watermann 1995. TBT effects on the female genital system of Littorina littorea: a possible indicator of tributyltin pollution. Hydrobiologia 309, pp. 15-27",Bauer et al.,"Bauer, B., P. Fiorini, I. Ide, S. Liebe, J Oehlmann, E. Stroben & B. Watermann 1995. TBT effects on the female genital system of Littorina littorea: a possible indicator of tributyltin pollution. Hydrobiologia 309, pp. 15-27",FALSE,Other,Could not determine specific analytical technique
NS-EN ISO 17294-2:2023,ICP-MS (ISO 17294-2:2023),"Bruk av induktivt koblet plasmamassespektrometri (ICP-MS) - Del 2: Bestemmelse av utvalgte elementer inkludert uraniumisotoper (ISO 17294-2:2023, korrigert versjon 2024-02)",ICP-MS,Bruk of induktivt koblet plasmamassespektrometri (ICP-MS) - Part 2: determination of selected elementer inkludert uraniumisotoper,FALSE,ICP-MS,
OSPAR_2015,JAMP Fulmar Plastic North Sea - Guideline,Coordinated Environmental Monitoring Programme (CEMP) Guidelines for Monitoring and Assessment of plastic particles in stomachs of fulmars in the North Sea area. Guidelines for Monitoring and Assessment of plastic particles in stomachs of fulmars in the North Sea area. Agreement 2015-03.,JAMP Fulmar Plastic North Sea - Guideline,Coordinated Environmental Monitoring Programme (CEMP) Guidelines for Monitoring and Assessment of plastic particles in stomachs of fulmars in the North Sea area. Guidelines for Monitoring and Assessment of plastic particles in stomachs of fulmars in the North Sea area. Agreement 2015-03.,FALSE,Not relevant,"Reference method, guideline, or calculation"
NS-EN ISO 10705-2:2001,MSA agarplate,Påvisning og telling av bakteriofager. Del 2: Telling av somatiske kolifager (ISO 10705-2000) ,MSA agarplate,Påvisning and telling of bakteriofager. Part 2: Telling of somatiske kolifager,FALSE,Other,Could not determine specific analytical technique
NS-EN ISO 15923-1:2024,Spektrofotometri (ISO 15293-1:2013),"Determination of selected parameters by discrete analysis systems - Part 1: Ammonium, nitrate, nitrite, chloride, orthophosphate, sulfate and silicate with photometric detection (ISO 15923-1:2013)",Spectrophotometry,"Determination of selected parameters by discrete analysis systems - Part 1: Ammonium, nitrate, nitrite, chloride, orthophosphate, sulfate and silicate with photometric detection",FALSE,Spectrophotometry,
NS-EN 27888:1993,Elektrokjemisk metode (ISO 7888),Bestemmelse av elektrisk konduktivitet (ISO 7888),Electrochemical method,Determination of elektrisk konduktivitet,FALSE,Other,Classical/non-instrumental analytical method
S2-MSI-KLFA,Sentinel 2 MSI klorofyll a,Klorofyll a konsentrasjon fra MSI sensoren på Copernicus Sentinel 2 satellitt.,Sentinel 2 MSI klorofyll a,Klorofyll a konsentrasjon fra MSI sensoren on Copernicus Sentinel 2 satellitt.,FALSE,Other,Could not determine specific analytical technique
S3-OLCI-KLFA,Sentinel 3 OLCI klorofyll a,Klorofyll a konsentrasjon fra OLCI sensoren på Copernicus Sentinel 3 satellitt.,Sentinel 3 OLCI klorofyll a,Klorofyll a konsentrasjon fra OLCI sensoren on Copernicus Sentinel 3 satellitt.,FALSE,Other,Could not determine specific analytical technique
S2-MSI-SECCHI,Sentinel 2 MSI siktedyp,Siktedyp fra MSI sensoren på Copernicus Sentinel 2 satellitt.,Sentinel 2 MSI siktedyp,Siktedyp fra MSI sensoren on Copernicus Sentinel 2 satellitt.,FALSE,Other,Could not determine specific analytical technique
S3-OLCI-SECCHI,Sentinel 3 OLCI siktedyp,Siktedyp fra OLCI sensoren på Copernicus Sentinel 3 satellitt.,Sentinel 3 OLCI siktedyp,Siktedyp fra OLCI sensoren on Copernicus Sentinel 3 satellitt.,FALSE,Other,Could not determine specific analytical technique
S2-MSI-TURB,Sentinel 2 MSI turbiditet,Turbiditet fra MSI sensoren på Copernicus Sentinel 2 satellitt.,Sentinel 2 MSI turbiditet,Turbiditet fra MSI sensoren on Copernicus Sentinel 2 satellitt.,FALSE,Other,Could not determine specific analytical technique
S3-OLCI-TURB,Sentinel 3 OLCI turbiditet,Turbiditet fra OLCI sensoren på Copernicus Sentinel 3 satellitt.,Sentinel 3 OLCI turbiditet,Turbiditet fra OLCI sensoren on Copernicus Sentinel 3 satellitt.,FALSE,Other,Could not determine specific analytical technique
PY-GC-MS_LT500,Mikroplast: Pyrolyse og GC-MS (< 500 µm),Mikroplast: Pyrolyse og gasskromatografi massespektrometri (py-GC-MS) av bildekkpartilker < 500 µm.,Mikroplast: Pyrolyse og GC-MS (< 500 µm),Mikroplast: Pyrolyse and gasskromatografi massespektrometri (py-GC-MS) of bildekkpartilker < 500 µm.,FALSE,GC-MS,
NS-EN ISO 14184-1:2011,Kolorimetri (ISO 14184-1),Bestemmelse av formaldehyd - Del 1: Fri og hydrolysert formaldehyd (vannekstraksjonsmetode) (ISO 14184-1:2011),Kolorimetri,Determination of formaldehyd - Part 1: Fri and hydrolysert formaldehyd (vannekstraksjonsmetode),FALSE,Spectrophotometry,
NS-EN ISO 8692:2012,Økotoksisitet: Hemming av algevekst (ISO 8692:2012),Prøving av hemming av algevekst i ferskvann med encellede grønnalger (ISO 8692:2012),Økotoksisitet: Hemming av algevekst,Prøving of hemming of algevekst in ferskvann with encellede grønnalger,FALSE,Other,Could not determine specific analytical technique
ISO 14669:1999,Økotoksisitet: Marine hoppekreps (Copepoda) (ISO 14669:1999)," Determination of acute lethal toxicity to marine copepods (Copepoda, Crustacea)",Økotoksisitet: Marine hoppekreps (Copepoda),"Determination of acute lethal toxicity to marine copepods (Copepoda, Crustacea)",FALSE,Other,Could not determine specific analytical technique
NS 4771,AAS flamme (NS 4771:1980; Tilbaketrukket),"Metaller i vann, slam og sedimenter — Bestemmelse ved atomabsorpsjonsspektrofotometri i flamme — Ekstraksjon. Tilbaketrukket.",AAS flamme,"metals in water, slam and sedimenter — Bestemmelse ved atomabsorpsjonsspektrofotometri in flamme — Ekstraksjon. Withdrawn.",TRUE,AAS,
BIOVOL_CALC,Metoder for beregning av biovolum,NS-EN 15204; NS-EN 15972:2011; Olenina et al. 2006. «Biovolumes and Size-Classes of Phytoplankton in the Baltic Sea.» Baltic Sea Environment Proceedings No. 106,Metoder for beregning av biovolum,NS-EN 15204; NS-EN 15972:2011; Olenina et al. 2006. «Biovolumes and Size-Classes of Phytoplankton in the Baltic Sea.» Baltic Sea Environment Proceedings No. 106,FALSE,Other,Could not determine specific analytical technique
IND_CALC,Metoder for beregning av celletall,NS-EN 15204; NS-EN 15972:2011,Metoder for beregning av celletall,NS-EN 15204; NS-EN 15972:2011,FALSE,Other,Could not determine specific analytical technique
