"SAMPLING_DATE","SITE_CODE","PARAMETER_NAME","CAMPAIGN_NAME_SHORT","REFERENCE_ID","ENVIRON_COMPARTMENT","ENVIRON_COMPARTMENT_SUB","PARAMETER_TYPE","MEASURED_TYPE","SUBSAMPLE","SAMPLE_ID","MEASURED_FLAG","MEASURED_VALUE","MEASURED_UNIT","MEASURED_N","UNCERTAINTY_TYPE","UNCERTAINTY_UPPER","UNCERTAINTY_LOWER","LOQ_VALUE","LOQ_UNIT","LOD_VALUE","LOD_UNIT","SAMPLING_PROTOCOL","EXTRACTION_PROTOCOL","FRACTIONATION_PROTOCOL","ANALYTICAL_PROTOCOL","MEASUREMENT_COMMENT"
"2025-01-22","Vannmiljø_002-123125","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.46,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-01-22","Vannmiljø_002-123125","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.93,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-02-24","Vannmiljø_002-123125","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",27,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-02-24","Vannmiljø_002-123125","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-25","Vannmiljø_002-123125","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.44,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Metals in waste water no digestion"
"2025-05-22","Vannmiljø_002-123125","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","< LOQ",1,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Metals in waste water no digestion"
"2025-05-23","Vannmiljø_002-123125","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","< LOQ",1,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-03-28","Vannmiljø_026-123229","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.18,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-28","Vannmiljø_026-123230","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.31,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-28","Vannmiljø_026-123243","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-28","Vannmiljø_026-123244","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.39,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-02","Vannmiljø_246-123315","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-02","Vannmiljø_246-123315","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.6,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-07-30","Vannmiljø_246-123315","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.92,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-07-30","Vannmiljø_246-123315","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.82,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-15","Vannmiljø_246-123315","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.99,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-15","Vannmiljø_246-123315","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.93,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-03","Vannmiljø_246-123348","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-03","Vannmiljø_246-123348","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-03","Vannmiljø_246-123349","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-03","Vannmiljø_246-123349","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.95,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-23","Vannmiljø_246-123349","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-23","Vannmiljø_246-123349","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-04","Vannmiljø_246-123349","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.86,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-04","Vannmiljø_246-123349","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.98,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-23","Vannmiljø_246-123350","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-23","Vannmiljø_246-123350","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-04","Vannmiljø_246-123350","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-04","Vannmiljø_246-123350","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-03","Vannmiljø_246-123350","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-03","Vannmiljø_246-123350","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-05","Vannmiljø_246-123351","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-05","Vannmiljø_246-123351","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-16","Vannmiljø_246-123351","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-16","Vannmiljø_246-123351","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.7,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-03","Vannmiljø_246-123351","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.8,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-03","Vannmiljø_246-123351","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-07-31","Vannmiljø_246-123357","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-07-31","Vannmiljø_246-123357","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-16","Vannmiljø_246-123357","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-16","Vannmiljø_246-123357","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-16","Vannmiljø_246-123357","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-16","Vannmiljø_246-123357","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-16","Vannmiljø_246-123358","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-16","Vannmiljø_246-123358","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-18","Vannmiljø_246-123358","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-18","Vannmiljø_246-123358","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-04","Vannmiljø_246-123358","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-04","Vannmiljø_246-123358","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-11","Vannmiljø_03.41-123392","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","< LOQ",1.6,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-11","Vannmiljø_139-123393","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","< LOQ",1.6,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-11","Vannmiljø_139-123394","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","< LOQ",1.6,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-05-07","Vannmiljø_139-123395","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-05-07","Vannmiljø_139-123396","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-07","Vannmiljø_246-123501","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-07","Vannmiljø_246-123501","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-17","Vannmiljø_246-123501","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-17","Vannmiljø_246-123501","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-24","Vannmiljø_246-123501","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-24","Vannmiljø_246-123501","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.6,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-24","Vannmiljø_246-123501","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-24","Vannmiljø_246-123501","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-07","Vannmiljø_246-123501","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-07","Vannmiljø_246-123501","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-13","Vannmiljø_013-123623","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-13","Vannmiljø_013-123623","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-20","Vannmiljø_013-123623","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.94,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-23","Vannmiljø_013-123623","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-05-07","Vannmiljø_041-123660","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.55,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-07","Vannmiljø_041-123660","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.91,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-07","Vannmiljø_039-123661","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.55,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-07","Vannmiljø_039-123661","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.79,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-07","Vannmiljø_038-123662","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.75,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-08","Vannmiljø_038-123662","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.72,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-09","Vannmiljø_056-123664","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-09","Vannmiljø_056-123664","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.9,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-08","Vannmiljø_055-123665","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.3,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-08","Vannmiljø_055-123665","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.7,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-08","Vannmiljø_041-123666","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.37,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-08","Vannmiljø_041-123666","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.49,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-09","Vannmiljø_056-123667","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.9,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-08","Vannmiljø_044-123668","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.63,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-05-08","Vannmiljø_044-123668","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,0.05,"µg/L",,"µg/L","1","2","3","4",
"2025-03-06","Vannmiljø_123-123674","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-06","Vannmiljø_123-123674","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",6.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-11","Vannmiljø_140-123703","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.8,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-07-15","Vannmiljø_150-123769","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.35,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-30","Vannmiljø_008-123806","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.8,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-30","Vannmiljø_008-123806","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.59,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-05-26","Vannmiljø_016-123859","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.75,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-05-26","Vannmiljø_016-123860","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.38,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-05-26","Vannmiljø_016-123861","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.23,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-12","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-12","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.7,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-01-28","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-01-28","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.7,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-07-04","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-07-04","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-02-19","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-02-19","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.7,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-18","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-18","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-04-22","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-04-22","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-05-20","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-05-20","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.7,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-19","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-19","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-10","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-10","Vannmiljø_005-123970","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.7,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-12","Vannmiljø_005-123971","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-12","Vannmiljø_005-123971","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-01-28","Vannmiljø_005-123971","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-01-28","Vannmiljø_005-123971","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
