"SITE_CODE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_SUB","LATITUDE","LONGITUDE","SITE_COORDINATE_SYSTEM","COUNTRY_ISO","OCEAN_IHO","ENTERED_BY","ENTERED_DATE","SITE_COMMENT"
"Vannmiljø_024-121120","Vannmiljø Station Romsdalsbekken oppstrøms","River, stream, canal","Water column, pelagic zone",58.198156349739435,7.057364489045653,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvepunkt opprettet som del av overvåkningen av mulig avrenning fra syredannende masser i forbindelse med utbyggingen av prosjektet E39 Lyngdal Ø-V"
"Vannmiljø_123-121674","Vannmiljø Station Ås ved industripark","River, stream, canal","Water column, pelagic zone",63.03389585102725,11.684246225698866,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_012-121817","Vannmiljø Station Leirelva utløp","River, stream, canal","Water column, pelagic zone",59.72999871389684,10.225603438029806,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_006-122027","Vannmiljø Station Bjølsen oppstrøms","River, stream, canal","Water column, pelagic zone",59.94320469023007,10.766935926568241,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_006-122028","Vannmiljø Station Bjølsen nedstrøms","River, stream, canal","Water column, pelagic zone",59.93973558311986,10.767475153680564,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_006-122029","Vannmiljø Station Maridalsoset nedstrøms","River, stream, canal","Water column, pelagic zone",59.968853847512,10.787380235835153,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_006-122030","Vannmiljø Station Maridalsoset oppstrøms","River, stream, canal","Water column, pelagic zone",59.969467897625314,10.787665437645831,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-122153","Vannmiljø Station Litlskorovatn-bekken","River, stream, canal","Water column, pelagic zone",64.64511977715104,13.096351568592834,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannovervåking Storskorovatn grunnstoff, huseierlaget"
"Vannmiljø_122-122272","Vannmiljø Station Kneppet Vest, K-opp","River, stream, canal","Water column, pelagic zone",63.23132546192518,10.417758307076088,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt i Bjørndalsbekken, oppstrøms grustak og deponi for rene masser ved Kneppet Vest. Dokumenterer grunntilstand før eventuell avrenning fra deponiet."
"Vannmiljø_122-122273","Vannmiljø Station Kneppet Vest, K-ned","River, stream, canal","Water column, pelagic zone",63.22679522379347,10.416901220857959,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt i Bjørndalsbekken, nedstrøms grustak og deponi for rene masser ved Kneppet Vest. Dokumenterer påvirkningen av eventuell avrenning fra deponiet."
"Vannmiljø_028-122372","Vannmiljø Station Dalabekken oppstrøms","River, stream, canal","Water column, pelagic zone",58.66036808716299,5.667453622971778,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannprøve - metaller og næringsstoffer"
"Vannmiljø_028-122373","Vannmiljø Station Dalabekken nedstrøms","River, stream, canal","Water column, pelagic zone",58.65844114265993,5.66485158242807,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannprøve - metaller og næringsstoffer"
"Vannmiljø_028-122392","Vannmiljø Station Stormyråna","River, stream, canal","Water column, pelagic zone",58.64843965769703,5.809059643314148,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_028-122393","Vannmiljø Station Litlamos","Lake, pond, pool, reservoir","Water column, pelagic zone",58.647811083208154,5.8125286387156905,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_028-122399","Vannmiljø Station Bøbekken","River, stream, canal","Water column, pelagic zone",58.67492518993972,5.644065557284877,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_028-122400","Vannmiljø Station Hååna","River, stream, canal","Water column, pelagic zone",58.682039126464154,5.618810719227267,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_018-122473","Vannmiljø Station UTBU","River, stream, canal","Water column, pelagic zone",58.51341261851966,8.79975948868241,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Referansestasjon Eyde Material park"
"Vannmiljø_018-122474","Vannmiljø Station OPSNØ","River, stream, canal","Water column, pelagic zone",58.506057659296445,8.794329465912915,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåkning Eyde material park"
"Vannmiljø_122-122601","Vannmiljø Station 41 Bekk ved BAA11 sør","River, stream, canal","Water column, pelagic zone",62.87488963568575,10.095302799721017,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Bekk oppstrøms deponi BAA11. Renner gjennom jordbruksområde, er mye avrenning fra jordbruket til bekken. Renner ut i Ila."
"Vannmiljø_122-122602","Vannmiljø Station 40 Bekk ved BAA11 sør","River, stream, canal","Water column, pelagic zone",62.87584347675411,10.096964315399092,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Bekk kommer fra myrområdet oppstrøms Steinlia, og skogområdene rundt."
"Vannmiljø_122-122603","Vannmiljø Station 42 Bekk ved BAA11 nedstrøms","River, stream, canal","Water column, pelagic zone",62.87750740013636,10.094924549258142,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Samlet bekk nedstrøms deponi for rene masser i forbindelse med E6 Berkåk Vindåsliene."
"Vannmiljø_018-122884","Vannmiljø Station Snømyrtjern","Lake, pond, pool, reservoir","Water column, pelagic zone",58.50454564602653,8.793672496660484,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåkning ifm. utbygging av industriareal på Longum"
"Vannmiljø_101-122933","Vannmiljø Station Brusdalsvatnet","Lake, pond, pool, reservoir","Water column, pelagic zone",62.468982434898415,6.390973022206988,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt for oppfølging under anleggsarbeider for kommunens nye vannbehandlingsanlegg på Fremmerholen."
"Vannmiljø_101-122935","Vannmiljø Station Brusdalsvatnet - utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",62.465892955312086,6.388480455393448,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt for oppfølging under anleggsarbeider for kommunens nye vannbehandlingsanlegg på Fremmerholen."
"Vannmiljø_012-122936","Vannmiljø Station Holsfjorden - driftsundersøkelser Oslo VAV","Lake, pond, pool, reservoir","Water column, pelagic zone",59.96428199989099,10.320131000600849,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Analyseresultater f.o.m. 2022"
"Vannmiljø_012-122937","Vannmiljø Station Holsfjorden - driftsundersøkelser Oslo VAV","Lake, pond, pool, reservoir","Water column, pelagic zone",59.96270800027383,10.321765999142942,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Analyseresultater f.o.m. 2022"
"Vannmiljø_101-122938","Vannmiljø Station Spjelkavikelva","River, stream, canal","Water column, pelagic zone",62.46527850906869,6.385951113979501,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt for oppfølging under anleggsarbeider for kommunens nye vannbehandlingsanlegg på Fremmerholen.
"
"Vannmiljø_101-122939","Vannmiljø Station Lillevatnet - innløp","Lake, pond, pool, reservoir","Water column, pelagic zone",62.46482955564107,6.379707699292926,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt for oppfølging under anleggsarbeider for kommunens nye vannbehandlingsanlegg på Fremmerholen.
"
"Vannmiljø_101-122940","Vannmiljø Station Lillevatnet - utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",62.46502817072246,6.369187361928089,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt for oppfølging under anleggsarbeider for kommunens nye vannbehandlingsanlegg på Fremmerholen.
"
"Vannmiljø_101-122941","Vannmiljø Station Spjelkavikelva - kanalen","River, stream, canal","Water column, pelagic zone",62.46340591493081,6.36335683465446,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt for oppfølging under anleggsarbeider for kommunens nye vannbehandlingsanlegg på Fremmerholen.
"
"Vannmiljø_101-122946","Vannmiljø Station Lillevatnet","Lake, pond, pool, reservoir","Water column, pelagic zone",62.464983032670396,6.376033992856093,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt for oppfølging under anleggsarbeider for kommunens nye vannbehandlingsanlegg på Fremmerholen."
"Vannmiljø_061-122967","Vannmiljø Station Skulstadelva før samløp med Manndalselva","River, stream, canal","Water column, pelagic zone",60.427045803552474,5.627602290896296,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_061-122969","Vannmiljø Station Skredbekken nedstrøms E16","River, stream, canal","Water column, pelagic zone",60.42707569518823,5.625944894015688,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_012-122970","Vannmiljø Station Holsfjorden - driftsundersøkelser Oslo VAV","Lake, pond, pool, reservoir","Water column, pelagic zone",59.96321300005994,10.3193500003472,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Analyseresultater f.o.m. 2022"
"Vannmiljø_056-123009","Vannmiljø Station Storavatnet midt","Lake, pond, pool, reservoir","Water column, pelagic zone",60.36147308277337,5.2070034340695885,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_002-123016","Vannmiljø Station Våletjennsbekken","River, stream, canal","Water column, pelagic zone",60.720629076017744,11.234111245857726,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i forbindelse med utbygging dobbeltspor jernbane: Kleverud-Sørli-Åkersvika (KSÅ)."
"Vannmiljø_002-123017","Vannmiljø Station Bekk v/Ljøstad","River, stream, canal","Water column, pelagic zone",60.72079532983131,11.233786338218922,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i forbindelse med utbygging dobbeltspor jernbane: Kleverud-Sørli-Åkersvika (KSÅ). 
. Vm Emission Source: Industrial"
"Vannmiljø_018-123080","Vannmiljø Station Stortjern","Lake, pond, pool, reservoir","Water column, pelagic zone",58.5072711585176,8.801600797324312,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåkning Longum material park"
"Vannmiljø_002-123122","Vannmiljø Station Våletjennsbekken utløp","River, stream, canal","Water column, pelagic zone",60.708365799754034,11.220313344429641,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i forbindelse med utbygging dobbeltspor jernbane: Kleverud-Sørli-Åkersvika (KSÅ)"
"Vannmiljø_002-123123","Vannmiljø Station Bekk v/Løstad","River, stream, canal","Water column, pelagic zone",60.71734089139928,11.22015677481761,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i forbindelse med utbygging dobbeltspor jernbane: Kleverud-Sørli-Åkersvika (KSÅ)"
"Vannmiljø_002-123124","Vannmiljø Station Brenneribekken v/Østre Skjerden","River, stream, canal","Water column, pelagic zone",60.73578285125713,11.159717064183532,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i forbindelse med utbygging dobbeltspor jernbane: Kleverud-Sørli-Åkersvika (KSÅ)"
"Vannmiljø_002-123125","Vannmiljø Station Brenneribekken (Ottestad)","River, stream, canal","Water column, pelagic zone",60.74601801498753,11.13772216952457,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i forbindelse med utbygging dobbeltspor jernbane: Kleverud-Sørli-Åkersvika (KSÅ)"
"Vannmiljø_026-123229","Vannmiljø Station Oppstrøms","River, stream, canal","Water column, pelagic zone",58.6815240391105,6.752516626244078,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_026-123230","Vannmiljø Station Tvettebekken st. 3","River, stream, canal","Water column, pelagic zone",58.678671108457436,6.735265609726866,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Bunndyr og vannprøver stasjon 3"
"Vannmiljø_026-123243","Vannmiljø Station Stasjon 1","River, stream, canal","Water column, pelagic zone",58.67754792595577,6.753621787979587,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannprøver stasjon 1"
"Vannmiljø_026-123244","Vannmiljø Station Stasjon 2","River, stream, canal","Water column, pelagic zone",58.68099355526323,6.752184566282285,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannprøver stasjon 2"
"Vannmiljø_246-123315","Vannmiljø Station ST 130 Lake Valpvatnet inlet","Lake, pond, pool, reservoir","Water column, pelagic zone",69.66221381329439,30.055348388535403,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Emission Source: Industrial"
"Vannmiljø_246-123348","Vannmiljø Station Stream upstream Store Fiskevatnet ST 137","River, stream, canal","Water column, pelagic zone",69.60063449384766,30.069966700076844,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Emission Source: Industrial"
"Vannmiljø_246-123349","Vannmiljø Station Waste Rock Dump E Seep 43.1","River, stream, canal","Water column, pelagic zone",69.62262242533967,30.047296617160985,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Emission Source: Industrial"
"Vannmiljø_246-123350","Vannmiljø Station Waste rock dump E seep","River, stream, canal","Water column, pelagic zone",69.6277701820778,30.04778317502379,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Emission Source: Industrial"
"Vannmiljø_246-123351","Vannmiljø Station Stream upstream Lake Langvatn","River, stream, canal","Water column, pelagic zone",69.63613910992557,30.05705811019836,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Emission Source: Industrial"
"Vannmiljø_246-123357","Vannmiljø Station Stream downstream Lake Sandbotnvatn","River, stream, canal","Water column, pelagic zone",69.65729091269206,29.988554033531976,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Emission Source: Industrial"
"Vannmiljø_246-123358","Vannmiljø Station Stream upstream Lake Store Peskvatn","River, stream, canal","Water column, pelagic zone",69.61716186873318,29.997119665018648,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Emission Source: Industrial"
"Vannmiljø_03.41-123392","Vannmiljø Station Gamlebrua","River, stream, canal","Water column, pelagic zone",64.46793955197715,11.543614734272936,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-123393","Vannmiljø Station Ranemsletta","River, stream, canal","Water column, pelagic zone",64.4914419628543,11.950602074113618,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-123394","Vannmiljø Station Gartland","River, stream, canal","Water column, pelagic zone",64.52336109071119,12.410146925112537,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-123395","Vannmiljø Station Reina oppstrøms","River, stream, canal","Water column, pelagic zone",64.49948263417114,11.949413498913767,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-123396","Vannmiljø Station 7156129N 353409Ø","River, stream, canal","Water column, pelagic zone",64.49891442517529,11.947796713837892,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_246-123501","Vannmiljø Station Lake Store Fiskevatnet, center","Lake, pond, pool, reservoir","Water column, pelagic zone",69.60766005927249,30.08364053958586,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Vm Emission Source: Industrial"
"Vannmiljø_013-123623","Vannmiljø Station Frebergsvik bekken","River, stream, canal","Water column, pelagic zone",59.4353237645194,10.391871716686223,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_041-123660","Vannmiljø Station Eikelandstjørna","River, stream, canal","Water column, pelagic zone",59.57351606817434,5.707579829784922,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vegsalt og tungmetaller i innsjøer langs europa- og riksveier"
"Vannmiljø_039-123661","Vannmiljø Station Elleflåttjørna","River, stream, canal","Water column, pelagic zone",59.521086060250745,5.664329373226736,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vegsalt og tungmetaller i innsjøer langs europa- og riksveier"
"Vannmiljø_038-123662","Vannmiljø Station Røyrtjørna","River, stream, canal","Water column, pelagic zone",59.526458497463196,5.688106294453547,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vegsalt og tungmetaller i innsjøer langs europa- og riksveier"
"Vannmiljø_056-123664","Vannmiljø Station Gravdalsvatnet","Lake, pond, pool, reservoir","Water column, pelagic zone",60.38286835923341,5.262630500443038,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vegsalt og tungmetaller i innsjøer langs europa- og riksveier"
"Vannmiljø_055-123665","Vannmiljø Station Kvernatjørna","River, stream, canal","Water column, pelagic zone",60.21542829062062,5.426748597015714,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vegsalt og tungmetaller i innsjøer langs europa- og riksveier"
"Vannmiljø_041-123666","Vannmiljø Station Navnløs","River, stream, canal","Water column, pelagic zone",59.52236888967786,5.425428729287772,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vegsalt og tungmetaller i innsjøer langs europa- og riksveier"
"Vannmiljø_056-123667","Vannmiljø Station Sjurastemma","River, stream, canal","Water column, pelagic zone",60.447367862626834,5.319802001687457,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vegsalt og tungmetaller i innsjøer langs europa- og riksveier"
"Vannmiljø_044-123668","Vannmiljø Station Tveitavatnet","River, stream, canal","Water column, pelagic zone",59.77410294151185,5.4786644434013185,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vegsalt og tungmetaller i innsjøer langs europa- og riksveier"
"Vannmiljø_123-123674","Vannmiljø Station #M3 ned","River, stream, canal","Water column, pelagic zone",63.42578508445809,10.577453028373192,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_140-123703","Vannmiljø Station Letvikgrenda","River, stream, canal","Water column, pelagic zone",64.63401521298053,11.274941310840626,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_150-123769","Vannmiljø Station Sørraelva","River, stream, canal","Water column, pelagic zone",65.97779360961275,12.580080883438098,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_008-123806","Vannmiljø Station Undelstadbekken nedstrøms tennisbanen - HVA 13","River, stream, canal","Water column, pelagic zone",59.842451914925945,10.463436966924249,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt opprettet for prosjekt Clean Urban Water 2025."
"Vannmiljø_016-123859","Vannmiljø Station Sandsløken øvre","River, stream, canal","Water column, pelagic zone",59.50641053097952,8.529856243609828,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_016-123860","Vannmiljø Station Mandalsåi øvre","River, stream, canal","Water column, pelagic zone",59.56626713372744,8.421853003227397,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_016-123861","Vannmiljø Station Ofteelvi øvre","River, stream, canal","Water column, pelagic zone",59.534408488678295,8.181451155922586,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_005-123970","Vannmiljø Station Vk1","River, stream, canal","Water column, pelagic zone",59.797877799671916,10.839546899193163,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking av avrenningsvann fra vegbane."
"Vannmiljø_005-123971","Vannmiljø Station Vk2","River, stream, canal","Water column, pelagic zone",59.796941462050526,10.839298965131965,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking av avrenningsvann"
"Vannmiljø_005-123972","Vannmiljø Station Vk-Rd-N","River, stream, canal","Water column, pelagic zone",59.79576567515796,10.839010161139734,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking av avrenning"
"Vannmiljø_005-123973","Vannmiljø Station Vk3","River, stream, canal","Water column, pelagic zone",59.795602518018896,10.838867291722156,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking av avrenning"
"Vannmiljø_005-123974","Vannmiljø Station Vk-Rd-S","River, stream, canal","Water column, pelagic zone",59.79473009957016,10.83834660038944,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking av avrenningsvann"
"Vannmiljø_005-123975","Vannmiljø Station Vk4","River, stream, canal","Water column, pelagic zone",59.79459749970844,10.83818170050857,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking av avrenningsvann"
"Vannmiljø_005-123976","Vannmiljø Station Vk5","River, stream, canal","Water column, pelagic zone",59.79400510019296,10.83761839954987,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking av avrenning"
"Vannmiljø_005-123977","Vannmiljø Station Vk6","River, stream, canal","Water column, pelagic zone",59.787741700099495,10.82937060085403,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking av avrenningsvann"
"Vannmiljø_016-124083","Vannmiljø Station Bekk mot Spissløkka","River, stream, canal","Water column, pelagic zone",59.129743461225004,9.678123618210838,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124121","Vannmiljø Station 43002 Merkesbekken","River, stream, canal","Water column, pelagic zone",64.96382218226661,13.522110623330207,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_307-124122","Vannmiljø Station 43001 Ingeborgbekk","River, stream, canal","Water column, pelagic zone",64.88829996293755,13.551701516789072,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124125","Vannmiljø Station 44012 Sponstjønnflyan","River, stream, canal","Water column, pelagic zone",64.88385406894635,13.192618017241307,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124127","Vannmiljø Station 44011 Finnvollbekken","River, stream, canal","Water column, pelagic zone",64.84819327268238,13.070491079392639,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124129","Vannmiljø Station 4410 Brekkvasselva Nedre","River, stream, canal","Water column, pelagic zone",64.84875237462722,13.02955766943341,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124131","Vannmiljø Station 44009 Rasteplass","River, stream, canal","Water column, pelagic zone",64.93036190293772,13.137629590020717,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124132","Vannmiljø Station 44007 Tromsa","River, stream, canal","Water column, pelagic zone",64.73213472239647,12.842616906219593,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124134","Vannmiljø Station 44006 Tunnsjøelva fiskeplass","River, stream, canal","Water column, pelagic zone",64.71311087424667,12.799890017411329,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124135","Vannmiljø Station 45008 Grønndalselva E6","River, stream, canal","Water column, pelagic zone",64.69321312996524,12.757960593142826,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124136","Vannmiljø Station 45007 Litlåa","River, stream, canal","Water column, pelagic zone",64.63537422558086,12.615519173542147,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124137","Vannmiljø Station 45005 Litlfjerdingelva","River, stream, canal","Water column, pelagic zone",64.6176069738768,12.598249902512025,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124138","Vannmiljø Station 45004 Fjerdingen","River, stream, canal","Water column, pelagic zone",64.61890566851153,12.5988640405402,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124139","Vannmiljø Station 45002 7873 Harran","River, stream, canal","Water column, pelagic zone",64.57057445206671,12.533906015744712,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124140","Vannmiljø Station 45001 Nesåa","River, stream, canal","Water column, pelagic zone",64.57110572491241,12.521729931362621,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124141","Vannmiljø Station 47033 Flenga","River, stream, canal","Water column, pelagic zone",64.52345685010172,12.08558130127419,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124142","Vannmiljø Station 47035 Hauka","River, stream, canal","Water column, pelagic zone",64.53447158972338,12.13912537660436,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124143","Vannmiljø Station 47032 OV 2827","River, stream, canal","Water column, pelagic zone",64.53217198790921,12.133896059347032,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124144","Vannmiljø Station 47034 Skjørlandsbekken","River, stream, canal","Water column, pelagic zone",64.52171038432608,12.019191237186224,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124145","Vannmiljø Station 47025 Skjørva","River, stream, canal","Water column, pelagic zone",64.52653305345743,12.034509613758173,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-124148","Vannmiljø Station 47026 Skytebane","River, stream, canal","Water column, pelagic zone",64.51044838910532,12.02260441919249,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
