Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Animal excrement: A potential biomonitor of heavy metal contamination in the marine environment,"Yin, XB; Xia, LJ; Sun, LG; Luo, HH; Wang, YH","To assess the feasibility of using animal excrement to biomonitor the extent of heavy metal contamination in the marine environment, concentrations of mercury (Hg), lead (Pb), copper (Cu) and zinc (Zn) in the fresh excrement of seabirds and marine mammals, along with other biomaterials, from the Arctic, Antarctica (West and East), and Xisha Archipelago of the South China Sea were determined. Results show that the excrement of marine animals at higher trophic levels generally contained high levels of Hg, demonstrating the biomagnification of Hg through food chains in different remote regions. Significant variations in metal accumulation in the excrements were observed among the distinctive geographical areas, with the highest Hg concentration in Xisha Archipelago and the highest Pb concentration in the Arctic, which reflects different levels of air metal pollution at various sampling locations. Concentrations of Cu in the excrements primarily correlate to the geochemical background levels in the regions. High Cu concentrations were found near the Great Wall Station in West Antarctica where a copper mineralized belt exists. No clear spatial variation pattern was found for Zn accumulation in the excrement. This study shows that animal excrement can be used as bioindicators for the level of metal contamination in the marine environment, with the advantages of easy sampling, accurate detection (i.e., with high levels of metal accumulation), and reconstructing historical metal contamination trends by long-term monitoring of sedimentary excrements. (C) 2008 Elsevier B.V. All rights reserved.",2008,,SCIENCE OF THE TOTAL ENVIRONMENT,399,01-Mar,179-185,WOS:000257569000019,10.1016/j.scitotenv.2008.03.005,,#18,Yin 2008,"PIERRE  BLEVIN (2025-07-08 20:43:26)(Select): Looks like the Cu conc. has not been measured in biota from the Arctic station, but the discussion includes data of Cu from secondary source; PIERRE  BLEVIN (2025-07-04 19:57:40)(Screen): Several marine mammal and seabird species are migratory, or not strictly resident to the Norwegian Arctic. We should agree of what to do; Sam Welch (2025-07-02 18:44:04)(Screen): Check full text for whether ""Arctic"" is in region scope; ",biota; marine; non-primary source; pre-2010; primary source
"Cadmium, zinc, copper, arsenic, selenium and mercury in seabirds from the Barents Sea: levels, inter-specific and geographical differences","Savinov, VM; Gabrielsen, GW; Savinova, TN","Trace elements Cd, Zn, Cu, As, Se and Hg were analysed in muscle and liver of Brunnich's guillemot, Common guillemot, Puffin, Black guillemot, Little auk, Razorbill, Common eider, King eider, Glaucous gull, Herring gull, Black-legged kittiwake, Northern fulmar and Arctic tern collected in 1991-1902 at the main breeding colonies in the Barents Sea. The highest levels of the most toxic elements Cd and Hg were found in birds nesting north of Spitsbergen. Extremely high levels of As were detected in tissues of all seabird species collected at colonies in Chemaya Guba (Novaya Zemlya), where nuclear tests were carried out in the 1960s. In general, levels of all of the trace elements in the Barents Sea seabirds were similar or lower in comparison with those reported for the same seabird species from the other Arctic areas. Data on metallothionein concentrations in different seabird species need to be collected in order to understand the mechanism of bioaccumulation and possible toxic effects of trace elements in Arctic seabirds. (C) 2002 Elsevier Science B.V. All rights reserved.",2003,,SCIENCE OF THE TOTAL ENVIRONMENT,306,01-Mar,133-158,WOS:000182458600011,10.1016/S0048-9697(02)00489-8,,#19,Savinov 2003,PIERRE  BLEVIN (2025-07-04 19:59:55)(Screen): I suspect a mistake in the abstract. We should read 1991 - 2002.; ,biota; marine; pre-2010; primary source
"Source, mobility, and bioavailability of metals in fjord sediments of Krossfjord-Kongsfjord system, Arctic, Svalbard","Choudhary, S; Nayak, GN; Khare, N","Krossfjord-Kongsfjord system situated on the west coast of Svalbard archipelago is an ideal location to investigate the impacts of climate change on the environment. As a consequence of global warming, metal concentrations in the Arctic region are increasing due to permafrost melting and changes in biological processes. Therefore, the fjord sediments were studied for identification of provenance, mobility, bioavailability, and potential toxicity of metals in the fjord environment. Finer sediments and organic matter were found to be higher away from the glacier outlets, while coarser sediments were found to be higher near the glacier head. Illite, kaolinite, and chlorite constituted the clay mineral assemblage which had slightly influenced the metal distributions. The variations in metal abundance were attributed largely to the glacial activity along with the influence of Atlantic water mass in western Spitsbergen. Fjord system received sediment from the weathering of rocks indicating an input of terrigenous material. Comparison of metals in bulk sediment with Arctic sediment quality guidelines (ASQGs) showed that Zn and Cu were enriched in the sediment. However, to avoid the overestimation of the risk associated, fractionation of the metals was carried out which revealed higher Mn and Co in labile phases that pose a considerable risk to the biota.",2020,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,27,13,15130-15148,WOS:000516241100001,10.1007/s11356-020-07879-1,,#20,Choudhary 2020,,marine; primary source; sediment
Fate of trace elements and emerging environmental pollutants (benzotriazoles and benzothiazoles) from a glacier-fed river in the mixing zone of an Arctic fjord system,"Amey, J; Mikkelsen, O","The fate of organic and inorganic pollutants was studied in the Arctic, in the mixing zone of freshwater and seawater of a glacier-fed river and a fjord (Ny-& Aring;lesund, Svalbard). Concentrations of trace elements and contaminants of emerging concern, benzotriazoles and benzothiazoles (BTRs and BTHs), were assessed. Metal concentrations of Al, As, Cr, Hg, Mo, Ni, Pb, Sb, Sn, V, and Zn in marine sediment were up to two or three times higher than in riverine sediment and most of them showed an increasing trend from the upper to the lower part of the river. Pb (0.058 mu g/L) and Zn (0.80 mu g/L) were present in levels of moderate pollution in seawater close to town, while Cu (0.11 mu g/L) exceeded background levels in the same area. As (0.042 mu g/L), Hg (0.004 mu g/L) and Cd (0.011 mu g/L) showed levels of low to moderate pollution in freshwater from the river. In seawater and river water detected BTRs and BTHs were: BTR, TTR, 2-OH-BTH, XTR, 2-Me-S-BTH, 2-M-BTH, 2-S-BTH, and 2-NH2- BTH. Considerably high concentrations of BTR (1460 ng/L) and 2-OH-BTH (1070 ng/L) were found. Compounds present in marine and riverine sediment were BTR, 2-OH-BTH, 2-Me-S-BTH, and 2-M-BTH. Sediment appeared to be a significant sink of BTRs and BTHs with a concentration range of 1.13-32.7 ng/g. A trend of higher concentrations of trace elements in sediment (ANOVA, p = 0.044) and seawater (ANOVA, p = 0.013), as well as 2OH-BTH in seawater (t-test, p = 0.010) was observed in the vicinity of the town, where most anthropogenic activities have taken place due to former mining operations.",2025,,ENVIRONMENTAL CHEMISTRY AND ECOTOXICOLOGY,7,,339-350,WOS:001426938000001,10.1016/j.enceco.2025.01.001,,#21,Amey 2025,,freshwater; marine; primary source; sediment
Heavy metals in fish from the Barents Sea in (summer 1994),"Zauke, GP; Savinov, VM; Ritterhoff, J; Savinova, T","To assess the significance of metals in biota of the Barents Sea, preliminary information is presented for the concentrations of Cd, Pb, Hg, Ni, Cu and Zn in liver and muscle tissues of 15 marine fish species collected in the summer of 1994. Lead and Ni concentrations are below limits of detection (< 0.3 and 1.0 mg kg(-1) dry wt.) in all tissues, as is Cd in muscle (< 0.10 mg kg(-1)). Generally, most of our results are within the reported literature range for various Arctic marine systems, especially regarding some commercially important species like cod and redfish, indicating that metal levels are not elevated. However, the interspecific variability is substantial and some remarkably high Cd levels (2.4 and 8.1 mg kg(-1) dry wt.) in livers of Anarhichas species (catfish) and Raja fyllae (round skate) point to the problem of a general 'cadmium-anomaly' in polar marine waters, previously inferred from reported results for various pelagic and benthic invertebrates. (C) 1999 Elsevier Science B.V. AU rights reserved.",1999,,SCIENCE OF THE TOTAL ENVIRONMENT,227,02-Mar,161-173,WOS:000079736300008,10.1016/S0048-9697(99)00014-5,,#22,Zauke 1999,,biota; marine; pre-2010; primary source
"Concentrations, provenance and flux of aerosol trace elements during US GEOTRACES Western Arctic cruise GN01","Marsay, CM; Kadko, D; Landing, WM; Morton, PL; Summers, BA; Buck, CS","The Arctic region is undergoing significant changes in climate, with a notable decrease in summertime sea ice coverage over the past three decades. This trend means an increasing proportion of Arctic Ocean surface waters can receive direct deposition of material from the atmosphere, potentially influencing marine biogeochemical cycles and delivery of pollutants to the Arctic ecosystem. Here, we present aerosol concentrations of selected trace elements (Al, Ti, V, Mn, Fe, Co, Ni, Cu, Zn, Cd, and Pb) measured during the US GEOTRACES Western Arctic cruise (GN01, also known as HLY1502) in August-October 2015. Concentrations of ""lithogenic"" elements (Al, Ti, V, Mn, Fe, and Co) were similar to those measured in remote and predominantly marine-influenced air masses in previous studies, reflecting the remoteness of the Arctic Ocean from major dust sources. Concentrations of Ni, Cu, Zn, Pb, and Cd showed significant enrichments over crustal values, and were often of similar magnitude to concentrations measured over the North Atlantic in air masses of North American or European provenance. We use Be-7 inventory and flux data from GN01 to estimate a bulk atmospheric deposition velocity during the study period, and combine it with our aerosol concentrations to calculate atmospheric deposition fluxes of the trace elements in the Arctic region during late summer. The resulting estimates for mineral dust and Fe deposition fall at the low end of global estimates and confirm the Arctic Ocean as a low-dust environment during the summer months.This article is part of a special issue entitled: Conway GEOTRACES - edited by Tim M. Conway, Tristan Homer, Yves Plancherel, and Aridane G. Gonzalez.",2018,,CHEMICAL GEOLOGY,502,,Jan-14,WOS:000450330000001,10.1016/j.chemgeo.2018.06.007,,#24,Marsay 2018,PIERRE  BLEVIN (2025-07-04 20:10:51)(Screen): aerosol concentrations; ,air; marine; primary source
"Trace Element (Fe, Co, Ni and Cu) Dynamics Across the Salinity Gradient in Arctic and Antarctic Glacier Fjords","Krause, J; Hopwood, MJ; Höfer, J; Krisch, S; Achterberg, EP; Alarcón, E; Carroll, D; González, HE; Juul-Pedersen, T; Liu, T; Lodeiro, P; Meire, L; Rosing, MT","Around the Greenlandic and Antarctic coastlines, sediment plumes associated with glaciers are significant sources of lithogenic material to the ocean. These plumes contain elevated concentrations of a range of trace metals, especially in particle bound phases, but it is not clear how these particles affect dissolved (< 0.2 mu m) metal distributions in the ocean. Here we show, using transects in 8 glacier fjords, trends in the distribution of dissolved iron, cobalt, nickel and copper (dFe, dCo, dNi, dCu). Following rapid dFe loss close to glacier outflows, dFe concentrations in particular showed strong similarities between different fjords. Similar dFe concentrations were also observed between seasons/years when Nuup Kangerlua (SW Greenland) was revisited in spring, mid- and late-summer. Dissolved Cu, dCo and dNi concentrations were more variable and showed different gradients with salinity depending on the fjord, season and year. The lack of consistent trends for dCu and dNi largely reflects less pronounced differences contrasting the concentration of inflowing shelf waters with fresher glacially-modified waters. Particles also made only small contributions to total dissolvable Cu (dCu constituted 83 +/- 28% of total dissolvable Cu) and Ni (dNi constituted 86 +/- 28% of total dissolvable Ni) within glacier plumes. For comparison, dFe was a lower fraction of total dissolvable Fe; 3.5 +/- 4.8%. High concentrations of total dissolvable Fe in some inner-fjord environments, up to 77 mu M in Ameralik (SW Greenland), may drive enhanced removal of scavenged type elements, such as Co. Further variability may have been driven by local bedrock mineralogy, which could explain high concentrations of dNi (25-29 nM) and dCo (6-7 nM) in one coastal region of west Greenland (Kangaatsiaq). Our results suggest that dissolved trace element distributions in glacier fjords are influenced by a range of factors including: freshwater concentrations, local geology, drawdown by scavenging and primary production, saline inflow, and sediment dynamics. Considering the lack of apparent seasonality in dFe concentrations, we suggest that fluxes of some trace elements may scale proportionately to fjord overturning rather than directly to freshwater discharge flux.",2021,,FRONTIERS IN EARTH SCIENCE,9,,,WOS:000707465500001,10.3389/feart.2021.725279,,#27,Krause 2021,,Cu environmental chemistry; marine
"Sources, fate and distribution of inorganic contaminants in the Svalbard area, representative of a typical Arctic critical environment-a review","Rudnicka-Kepa, P; Zaborska, A","Global environmental changes not only contribute to the modification of global pollution transport pathways but can also alter contaminant fate within the Arctic. Recent reports underline the importance of secondary sources of pollution, e.g. melting glaciers, thawing permafrost or increased riverine run-off. This article reviews reports on the European Arctic-we concentrate on the Svalbard region-and environmental contamination by inorganic pollutants (heavy metals and artificial radionuclides), including their transport pathways, their fate in the Arctic environment and the concentrations of individual elements in the ecosystem. This review presents in detail the secondary contaminant sources and tries to identify knowledge gaps, as well as indicate needs for further research. Concentrations of heavy metals and radionuclides in Svalbard have been studied, in various environmental elements since the beginning of the twentieth century. In the last 5 years, the highest concentrations of Cd (13 mg kg(-1)) and As (28 mg kg(-1)) were recorded for organic-rich soils, while levels of Pb (99 mg kg(-1)), Hg (1 mg kg(-1)), Zn (496 mg kg(-1)) and Cu (688 mg kg(-1)) were recorded for marine sediments. Increased heavy metal concentrations were also recorded in some flora and fauna species. For radionuclides in the last 5 years, the highest concentrations of Cs-137 (4500 Bq kg(-1)), Pu-238 (2 Bq kg(-1)) and Pu239 + 240 (43 Bq kg(-1)) were recorded for cryoconites, and the highest concentration of Am-241 (570 Bq kg(-1)) was recorded in surface sediments. However, no contamination of flora and fauna with radionuclides was observed.",2021,,ENVIRONMENTAL MONITORING AND ASSESSMENT,193,11,,WOS:000707362000003,10.1007/s10661-021-09305-6,,#30,Rudnicka-Kepa 2021,,biota; marine; non-primary source; sediment; terrestrial
Regional and species specific bioaccumulation of major and trace elements in Arctic seabirds,"Borgå, K; Campbell, L; Gabrielsen, GW; Norstrom, RJ; Muir, DCG; Fisk, AT","Twenty-five essential and nonessential elements were analyzed in Arctic seabirds to study the influence of phylogeny, tissue, Arctic region, and diet on avian element accumulation and to identify co-occurrence among metals. Muscle and liver concentrations were positively correlated, generally being higher in liver than in muscle, and generally did not differ by sex. Zinc showed the highest absolute concentrations in all samples (mean, 11.2-26.7 mu g/g in muscle, depending on species and area), followed by copper (5.2-7.5 mu g/g), arsenic (0.5-5.4 mu g/g), selenium (1.0-5.8 mu g/g), rubidium (1.4-2.2 mu g/g), and cadmium (0.04-1.2 mu g/g). Mercury levels ranged from 0.05 to 0.8 mu g/g in muscle. The concentrations varied among species (dovekie (Alle alle], black guillemot [Cepphus grylle], thick-billed murre [Uria lomvia], black-legged kittiwake [Rissa tridactyla], northern fulmar [Fulmaris glacialis], ivory gull [Pagophila eburnean], Thayer's gull [Larus thayeri], and glaucous gull [Larus hyperboreus]), and between the northern Baffin Bay (Canada) and the Barents Sea, depending on the element. Whereas some elements (e.g., mercury and zinc) increased in absolute and standardized concentrations with trophic level in the northern Baffin Bay, most elements showed no relationship with trophic level or other dietary descriptors. In absolute concentrations, nonessential elements differed between regions, whereas essential elements differed among species but not within a species across the two regions. Standardized concentrations (element pattern) of both essential elements and nonessential elements generally did not differ between regions but was highly species specific and, thus, determined by the phylogenetic element regulation capacity. The usefulness of multivariate ordination in element wildlife studies is illustrated, which provides additional insight regarding element co-occurrence in wildlife, allows inclusion of species with low sample number, and reduces the possibility of type II1 errors created by low sample size.",2006,,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,25,11,2927-2936,WOS:000241308900016,10.1897/05-574R1.1,,#34,Borgå 2006,,Cu biology; biota; marine; pre-2010; primary source
Assessment of metal concentrations found within a North Sea drill cuttings pile,"Breuer, E; Shimmield, G; Peppe, O","North Sea drill cuttings piles are a distinct anthropogenic legacy resulting from the exploration and production of North Sea oil reserves. The need to understand metal cycling within the piles becomes increasingly important with the imminent decommissioning of many North Sea platforms and the subsequent fate of associated cuttings piles. This paper presents results of the simultaneous analysis of geochemical carrier substances (Mn and Fe oxyhydroxides), along with dissolved (< 0.2 mu m) and total (> 0.2 mu m) metal (Ba, Co, Cr, Cu, Mo, Pb, V) concentrations from a North Sea cuttings pile and surrounding sediment. These data are examined in conjunction with in situ measured porewater oxygen and sulfide, Results show a rapid removal of oxygen within the top few millimeters of the cuttings pile along with elevated concentrations of total hydrocarbons and solid phase metal concentrations compared to the surrounding environment. Published by Elsevier Ltd.",2008,,MARINE POLLUTION BULLETIN,56,7,1310-1322,WOS:000258195300022,10.1016/j.marpolbul.2008.04.010,,#36,Breuer 2008,"Sam Welch (2025-07-18 19:02:15)(Select): N. Sea is out of geo scope, but keeping on the off chance it's the only paper we have on drill cuttings...; ",marine; pre-2010; primary source; sediment
"Ecological risk assessment of metals in the Arctic environment with emphasis on Kongsfjorden Fjord and freshwater lakes of Ny-Alesund, Svalbard","Rajaram, R; Ganeshkumar, A; Charles, PE","The concentrations of five heavy metals (Cd, Cr, Cu, Pb, and Zn) in the sediments, water, phytoplankton, zooplankton, and macroalgae from Kongsfjorden Fjord and the freshwater lakes of Ny-Alesund in the Svalbard archipelago were determined in order to describe the anthropogenic impacts related to the Ny-Alesund town. Water samples from nine stations, sediment samples from 23 stations, plankton samples from five stations, and six species of macroalgae were collected and subjected to heavy metal analysis using atomic absorption spec-trophotometry (AAS). Only Cu and Zn were detected in the water samples. The plankton samples had only Zn, Cu, and Cr. The average metal concentrations in macroalgae fell in the decreasing order of Cu > Zn > Cr > Cd > Pb. In sediment samples, the metal order was as follows: Zn > Cu > Cr > Pb > Cd. Multivariate statistical an-alyses including principal component analysis (PCA) and hierarchical cluster analysis (HCA) were used to identify the source of the metal contamination. The metals were found to originate from a blend of both anthropogenic and geogenic sources. Pollution monitoring indices including geoaccumulation index (Igeo), contamination factor, contamination degree (Cdeg), pollution load index (PLI), and potential ecological risk (PER) were calculated using the metal data. In the study area, Igeo values of the metals showed pollution grades from 0 (uncontaminated) to 6 (extremely contaminated). Cdeg fell in classes from 1 (low contamination) to 4 (very high contamination). PLI values ranged between 0 and 5.68. PER values expressed that except for a few stations located at higher elevations in the glacial outwash plains, all other sites were highly polluted. The high level of pollution indices in the sites can be attributed to the anthropogenic activities persistent in the study area.",2023,,CHEMOSPHERE,310,,,WOS:000916182400005,10.1016/j.chemosphere.2022.136737,,#37,Rajaram 2023,,marine; primary source; sediment
Heavy metals of inshore Benthic invertebrates from the Barents Sea,"Zauke, GR; Clason, B; Savinov, VM; Savinova, T","To assess metals in biota of the Barents Sea, information is presented on concentrations of Cu, Cd, Ni, Pb and Zn in the marine inshore benthic invertebrates Gammarus oceanicus, Littorina rudis, Nucella lapillus, Mytilus edulis and Arenicola marina collected in summer 1994. For geographical comparisons, the metal content to body size relationship was taken into account due to the different body sizes found at the localities investigated. In general, our data provide further evidence for the cadmium anomaly in invertebrates from polar waters which has been frequently discussed in the literature, with Cd concentrations reaching 1 mg kg(-1) dry wt in G. oceanicus, 7 mg kg-1 in L. rudis and 24 mg kg(-1) in N. lapillus. In contrast, our results obtained for Cd in M. edulis and A. marina are largely within a worldwide reported range (1-2 and 0.2-0.9 mg kg(-1), respectively). Although some severe Ni emissions in the Kola region (Russia) mainly from nickel smelters have been reported, we do not find indications of an enhanced Ni availability in the marine biota studied compared to other areas (C) 2002 Elsevier Science B.V. All rights reserved.",2003,,SCIENCE OF THE TOTAL ENVIRONMENT,306,01-Mar,99-110,WOS:000182458600009,10.1016/S0048-9697(02)00487-4,,#40,Zauke 2003,,biota; marine; pre-2010; primary source
Enhanced heavy metal discharges to marine deposits in glacial bays of two Arctic fjords (Hornsund and Kongsfjorden),"Rudnicka-Kepa, P; Beldowska, M; Zaborska, A","Climate change is transforming Arctic ecosystems in ways that are influencing the transport and accumulation of contaminants. The spatial and temporal variability of heavy metal distribution was studied in two Spitsbergen fjords - Kongsfjorden and Hornsund. Sediment cores from five stations in Kongsfjorden and six in Hornsund were collected in 2018-2019 and used for measurement of heavy metal concentrations (Hg, Pb, Cd, Cu, and Zn). Sediment layers were dated by the 210Pb method to reveal the history of contamination. Isotopic lead compo-sition was used to study sources of Pb. Loads of heavy metals to fjord deposits were calculated based on mass sediment accumulation rates. The heavy metal loads varied spatially and reached ranged 0.3 mg m- 2 yr-1 for Hg, 57.6 mg m- 2 yr-1 for Pb, 0.5 mg m- 2 yr-1 for Cd, 101 mg m- 2 yr-1 for Cu, and 117 mg m- 2 yr-1 for Zn. Heavy metal discharge from the glaciers to the glacial bays were much higher compared to discharge in central and outer fjord parts. This may suggest that glaciers can be important secondary sources of pollutants to fjords.",2024,,JOURNAL OF MARINE SYSTEMS,241,,,WOS:001045904400001,10.1016/j.jmarsys.2023.103915,,#41,Rudnicka-Kepa 2024,,marine; primary source; sediment
Long-term dispersion and availability of metals from submarine mine tailing disposal in a fjord in Arctic Norway,"Pedersen, KB; Jensen, PE; Sternal, B; Ottosen, LM; Henning, MV; Kudahl, MM; Junttila, J; Skirbekk, K; Frantzen, M","Mining of Cu took place in Kvalsund in the Arctic part of Norway in the 1970s, and mine tailings were discharged to the inner part of the fjord, Repparfjorden. Metal speciation analysis was used to assess the historical dispersion of metals as well as their potential bioavailability from the area of the mine tailing disposal. It was revealed that the dispersion of Ba, Cr, Ni, Pb and Zn from the mine tailings has been limited. Dispersion of Cu to the outer fjord has, however, occurred; the amounts released and dispersed from the mine tailing disposal area quantified to be 2.5-10t, less than 5% of Cu in the original mine tailings. An estimated 80-390t of Cu still remains in the disposal area from the surface to a depth of 16cm. Metal partitioning showed that 56-95% of the Cu is bound in the potential bioavailable fractions (exchangeable, reducible and oxidisable) of the sediments, totalling approximately 70-340t, with potential for continuous release to the pore water and re-precipitation in over- and underlying sediments. Surface sediments in the deposit area were affected by elevated Cu concentrations just above the probable effect level according to the Norwegian sediment quality criteria, with 50-80% Cu bound in the exchangeable, reducible and oxidisable fractions, potentially available for release to the water column and/or for uptake in benthic organisms.",2018,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,25,33,32901-32912,WOS:000449920100009,10.1007/s11356-017-9276-y,,#45,Pedersen 2018,,Cu environmental chemistry; marine; primary source; sediment
